Level,Date and Time,Source,Event ID,Task Category,
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Boot,32,-58,The bootmgr spent 0 ms waiting for user input.
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Boot,18,-57,There are 0x1 boot options on this system.
Error,26-09-2024 13:07,Microsoft-Windows-Kernel-Boot,29,None,Windows failed fast startup with error status 0xC00000D4.
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-Boot,153,-62,Virtualization-based security (policies: 0) is disabled.
Information,26-09-2024 13:07,Microsoft-Windows-Kernel-General,12,-1,The operating system started at system time ‎2024‎-‎09‎-‎26T07:37:29.500000000Z.
Information,25-09-2024 21:18,Microsoft-Windows-Kernel-Power,105,-100,Power source change.
Information,25-09-2024 21:18,Microsoft-Windows-Kernel-Power,566,-268,"The system session has transitioned from 1 to 3.

Reason InputHid 

BootId: 222"
Information,25-09-2024 21:18,Microsoft-Windows-Kernel-Power,507,-158,"The system is exiting Modern Standby 

Reason: Input Mouse."
Information,25-09-2024 21:17,Microsoft-Windows-Kernel-Power,506,-157,"The system is entering Modern Standby 

Reason: Lid."
Information,25-09-2024 21:17,Microsoft-Windows-Kernel-Power,566,-268,"The system session has transitioned from 0 to 1.

Reason PolicyChange 

BootId: 222"
Warning,25-09-2024 21:12,Microsoft-Windows-DNS-Client,1014,-1014,Name resolution for the name threat.api.mcafee.com timed out after none of the configured DNS servers responded. Client PID 18984.
Warning,25-09-2024 21:04,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 and APPID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 to the user INFINITELOOP\HP SID (S-1-5-21-1139039245-4285067927-1271566218-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (S-1-15-2-1199401075-2511339159-2744157679-124192384-3740683908-2179283303-4230559313). This security permission can be modified using the Component Services administrative tool."
Warning,25-09-2024 20:38,Microsoft-Windows-DNS-Client,1014,-1014,Name resolution for the name sb.scorecardresearch.com timed out after none of the configured DNS servers responded. Client PID 14916.
Warning,25-09-2024 20:26,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user INFINITELOOP\HP SID (S-1-5-21-1139039245-4285067927-1271566218-1001) from address LocalHost (Using LRPC) running in the application container MSTeams_24231.512.3106.6573_x64__8wekyb3d8bbwe SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,25-09-2024 20:21,Microsoft-Windows-Kernel-Power,105,-100,Power source change.
Information,25-09-2024 20:14,Microsoft-Windows-Kernel-Power,105,-100,Power source change.
Warning,25-09-2024 20:09,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user INFINITELOOP\HP SID (S-1-5-21-1139039245-4285067927-1271566218-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,25-09-2024 20:07,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Packages\HaukeGtze.7-ZipFileManagerUnofficial_6bk20wvc8rfx2\S-1-5-21-1139039245-4285067927-1271566218-1001\SystemAppData\Helium\Cache\7a10e0edeffa50b7_COM15.dat was cleared updating 1 keys and creating 1 modified pages.
Information,25-09-2024 20:07,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\HP\AppData\Local\Packages\HaukeGtze.7-ZipFileManagerUnofficial_6bk20wvc8rfx2\SystemAppData\Helium\UserClasses.dat was cleared updating 4 keys and creating 1 modified pages.
Information,25-09-2024 20:07,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\HP\AppData\Local\Packages\HaukeGtze.7-ZipFileManagerUnofficial_6bk20wvc8rfx2\SystemAppData\Helium\User.dat was cleared updating 7 keys and creating 1 modified pages.
Information,25-09-2024 20:02,Application Popup,26,None,"Application popup: Windows - Virtual Memory Minimum Too Low : Your system is low on virtual memory. Windows is increasing the size of your virtual memory paging file. During this process, memory requests for some applications may be denied. For more information, see Help. "
Warning,25-09-2024 19:49,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 and APPID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 to the user INFINITELOOP\HP SID (S-1-5-21-1139039245-4285067927-1271566218-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (S-1-15-2-3740420362-2220830133-1855053663-2544412374-1559672145-486639548-4269337731). This security permission can be modified using the Component Services administrative tool."
Warning,25-09-2024 19:40,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 and APPID 
{8BC3F05E-D86B-11D0-A075-00C04FB68820}
 to the user INFINITELOOP\HP SID (S-1-5-21-1139039245-4285067927-1271566218-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (S-1-15-2-4190494186-1395750151-568547795-1025546808-2694800070-3695415404-1674070481). This security permission can be modified using the Component Services administrative tool."
Information,25-09-2024 19:37,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\HP\AppData\Local\Packages\Clipchamp.Clipchamp_yxz26nhyzhsrt\SystemAppData\Helium\UserClasses.dat was cleared updating 9 keys and creating 2 modified pages.
Information,25-09-2024 19:37,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\HP\AppData\Local\Packages\Clipchamp.Clipchamp_yxz26nhyzhsrt\SystemAppData\Helium\User.dat was cleared updating 6 keys and creating 2 modified pages.
Information,25-09-2024 19:23,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Packages\Microsoft.WindowsTerminal_8wekyb3d8bbwe\S-1-5-21-1139039245-4285067927-1271566218-1001\SystemAppData\Helium\Cache\d7c0ce2ce9db70cc_COM15.dat was cleared updating 1 keys and creating 1 modified pages.
Information,25-09-2024 19:23,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\HP\AppData\Local\Packages\Microsoft.WindowsTerminal_8wekyb3d8bbwe\SystemAppData\Helium\UserClasses.dat was cleared updating 1 keys and creating 1 modified pages.
Information,25-09-2024 19:23,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\HP\AppData\Local\Packages\Microsoft.WindowsTerminal_8wekyb3d8bbwe\SystemAppData\Helium\User.dat was cleared updating 1 keys and creating 1 modified pages.
Information,25-09-2024 19:22,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\HP\AppData\Local\Packages\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Settings\settings.dat was cleared updating 56 keys and creating 5 modified pages.
Information,25-09-2024 19:17,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,25-09-2024 19:15,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,25-09-2024 19:15,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
Warning,25-09-2024 18:56,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user INFINITELOOP\HP SID (S-1-5-21-1139039245-4285067927-1271566218-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,25-09-2024 18:54,Microsoft-Windows-DNS-Client,1014,-1014,Name resolution for the name i2-digqcpwexsbsvdccbilcnasfivhhnm.init.cedexis-radar.net timed out after none of the configured DNS servers responded. Client PID 18984.
Warning,25-09-2024 18:52,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user INFINITELOOP\HP SID (S-1-5-21-1139039245-4285067927-1271566218-1001) from address LocalHost (Using LRPC) running in the application container MicrosoftWindows.Client.WebExperience_524.24900.80.0_x64__cw5n1h2txyewy SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,25-09-2024 18:43,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,25-09-2024 18:42,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\HP\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 26 keys and creating 9 modified pages.
Information,25-09-2024 18:42,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\S-1-5-21-1139039245-4285067927-1271566218-1001\SystemAppData\Helium\Cache\beb2e84df669cef6_COM15.dat was cleared updating 1 keys and creating 1 modified pages.
Information,25-09-2024 18:42,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\HP\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\SystemAppData\Helium\UserClasses.dat was cleared updating 15 keys and creating 4 modified pages.
Information,25-09-2024 18:42,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\HP\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\SystemAppData\Helium\User.dat was cleared updating 20 keys and creating 2 modified pages.
Information,25-09-2024 18:41,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,25-09-2024 18:40,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,25-09-2024 18:40,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,25-09-2024 18:40,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Warning,25-09-2024 18:40,Microsoft-Windows-DNS-Client,1014,-1014,Name resolution for the name www.gstatic.com timed out after none of the configured DNS servers responded. Client PID 18984.
Warning,25-09-2024 18:38,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user INFINITELOOP\HP SID (S-1-5-21-1139039245-4285067927-1271566218-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,25-09-2024 18:28,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,25-09-2024 18:26,Service Control Manager,7040,None,The start type of the McAfee Scheduled Task - (McAfee-Dynamicappdownloader) service was changed from demand start to disabled.
Information,25-09-2024 18:25,Service Control Manager,7040,None,The start type of the McAfee Scheduled Task - (McAfee Scheduled Task - (mc-sustainability)) service was changed from demand start to disabled.
Information,25-09-2024 18:25,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  McAfee Scheduled Task - (McAfee-Dynamicappdownloader)
Service File Name:  ""C:\Program Files\McAfee\wps\1.22.200.1\dad\mc-dad.exe""
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
